Feed Ca,Feed Na,Feed K,Feed NH4,Feed Mg,Feed SO4,Feed PO4,Feed Cl,Temperature,Pressure,MWCO,pH,Ca,Na,K,NH4,Mg,SO4,PO4,Cl
21.64675954,149.5442488,13.02522402,29.69863993,2.698962507,124.4748986,8.233241067,162.717326,39.37928132,11.45317511,900,6.588816506,0.753312341,0.156844929,0.436474226,0.05,0.556002787,0.298444138,0.802720423,0.744081766
97.59278817,494.4506036,15.63878831,17.94347281,20.20361758,367.971858,8.360398662,412.6576291,25.68597965,13.54090363,800,7.730227322,0.619046757,0.05,0.05,0.05,0.183016324,0.05,0.657697628,0.765437793
86.59541126,474.8267029,91.5793708,18.80494698,35.16102091,290.9064956,9.810526203,175.8532354,32.284252,6.181346976,900,9.721766276,0.598804318,0.05,0.188907734,0.118492099,0.324159181,0.05,0.332094544,0.69642399
36.98712885,67.74206512,22.5320834,20.88313266,10.4783318,335.895506,5.516825779,136.1845949,17.74332369,5.359185679,400,4.775686214,0.627807489,0.05,0.558118179,0.05,0.732438959,0.97517842,0.451515406,0.584596902
34.54599738,367.5088276,57.9178614,32.95816021,32.43371958,138.4191351,5.094611918,276.9185574,33.69757994,10.58988537,600,9.12483941,0.734026706,0.261757631,0.422822791,0.05,0.550263843,0.05,0.310122656,0.743474264
34.67236079,466.3617428,46.99860423,20.03224846,13.73157876,145.2856379,7.781280449,439.5402664,37.02840966,5.930418343,100,9.468544637,0.506673582,0.05,0.103138398,0.12149575,0.602947217,0.05,0.05,0.636701617
44.33937944,131.2589053,41.26089936,37.97145728,44.41821933,68.67379648,2.192235907,158.6073667,26.56246154,6.698142425,100,7.692908603,0.713297042,0.069729997,0.519822606,0.069153582,0.823803194,0.05,0.640736978,0.708354303
61.98051453,305.5753537,90.98500111,23.20373235,44.88880727,194.9303908,5.922239624,85.34130926,31.62044234,25.13613854,300,9.518866392,0.742019311,0.077750329,0.358550814,0.05,0.64819686,0.05,0.05,0.781477628
54.55560149,461.9697339,11.96410571,8.075894014,15.56707301,301.8850976,5.916228401,210.3821311,25.97140733,5.010716122,200,5.785150112,0.687661337,0.05,0.617690041,0.171679108,0.781390228,0.05,0.224689247,0.916258572
43.29833122,65.27569036,69.74107176,40.26919291,12.26969394,436.0707113,1.805258105,386.4433211,41.29319792,21.13251264,300,9.671113232,0.744188908,0.608574431,0.084830567,0.05,0.403500134,0.406009869,0.05,0.779577747
68.94823158,363.8391203,96.70549908,17.85912461,21.15389463,350.1173514,4.76185677,297.8107451,27.42542132,11.08650147,300,7.91948014,0.546054492,0.284115214,0.05,0.05,0.390315393,0.05,0.496887861,0.73518599
31.15950885,183.8070533,60.41513651,24.47450958,12.78604767,245.9283455,8.679563187,417.5570163,39.46330482,26.6601877,100,3.294040372,0.71473086,0.384058819,0.193738093,0.127442657,0.73828595,0.05,0.526564682,0.70768118
43.37157188,465.9782879,94.31402158,35.84497474,33.94680832,478.9040515,8.705382598,481.8164664,38.04732204,16.6097994,900,9.348109823,0.481080197,0.05,0.05,0.05,0.05,0.05,0.107774746,0.656682322
49.30894746,486.9762103,14.70320914,19.96052707,41.47716954,373.6603403,1.893138984,406.6981145,24.36766875,11.94498794,100,6.391309663,0.614836421,0.05,0.05,0.099959468,0.528077262,0.05,0.167003228,0.668941867
56.48559874,474.9199201,47.69139872,7.546354527,33.98151441,468.5743413,1.816487945,321.7113855,18.05295722,17.45861233,800,6.222288893,0.637468933,0.05,0.05,0.05,0.240005669,0.66606593,0.38752957,0.860687434
82.81407691,263.3963975,33.41420119,21.82644712,41.39317192,287.414588,3.364259293,272.0037146,24.21287464,13.9309085,200,6.965266242,0.723037769,0.059539604,0.05,0.05,0.490843676,0.05,0.564036672,0.664293859
35.97390257,437.9191929,75.77388685,47.50018622,20.45261595,166.5069237,8.872894563,68.03108886,38.91760815,18.67182768,900,4.045691827,0.73142281,0.227879163,0.05,0.068066777,0.443859913,0.05,0.693326381,0.725810872
61.13875507,430.0472293,98.31673814,33.87804788,8.659531565,73.77200886,2.160123266,492.9448905,17.96713875,6.977854576,900,6.28416234,0.638125904,0.05,0.05,0.05,0.327343816,0.859999017,0.420862622,0.744892329
67.39316551,193.595213,33.08770562,35.21656169,37.15959642,376.7381832,7.479971224,222.5665052,28.35527211,29.92175307,700,8.817890517,0.755054015,0.741740772,0.525098751,0.05,0.605545854,0.05,0.222760997,0.616890041
23.71603302,423.0119634,68.87571413,33.45269691,18.66325075,104.5863491,1.910490577,118.5026963,38.21338618,15.06445282,700,3.108377214,0.715470212,0.05,0.462016038,0.05,0.4647262,0.05,0.742082609,0.638346129
68.60358815,66.65343562,27.82878695,13.95464625,33.89227044,186.2488077,6.608240684,350.0189849,22.37171163,13.05399663,100,4.910420122,0.697299437,0.4431082,0.542362877,0.05,0.830964346,0.226577598,0.05,0.666598294
33.64192989,318.3214453,60.87972291,23.82502388,14.26155316,289.6119085,4.204605692,177.9297301,32.4773373,22.46545606,1000,3.017182105,0.745317656,0.180177587,0.35322917,0.112074503,0.408166055,0.05,0.711949875,0.632082428
25.20412744,153.5039768,51.7539238,38.79229093,4.980252106,303.9874645,8.100225667,313.6002219,18.59710509,13.46138457,900,5.909979164,0.654080246,0.05,0.46960658,0.05,0.374738373,0.873139397,0.44867576,0.606979232
95.91084298,104.2550986,97.48047967,9.56178039,49.63650798,320.2624386,3.103214039,314.0455585,13.82478059,25.66513193,900,8.098208573,0.786149065,0.283229494,0.377209396,0.05,0.4369702,0.867913064,0.545272109,0.621011776
97.25056265,84.62894073,64.76745454,17.50337492,8.653873889,124.8148987,6.752816465,250.5784194,37.80344788,15.81103883,700,8.591402804,0.750621488,0.05,0.599736218,0.05,0.584772508,0.05,0.361165939,0.696864357
84.67178785,363.3299491,41.45557349,17.43435988,49.4326287,220.8818322,3.121142811,426.253377,13.46390182,22.70851874,400,9.616328328,0.729670684,0.153066779,0.05,0.056331289,0.465856668,0.914154109,0.259855508,0.737417607
44.36910153,202.9437337,20.26862064,24.44085174,48.8867167,327.7374022,7.422942548,169.2351777,19.49834883,6.793783627,900,7.259532291,0.653203157,0.05,0.118398769,0.070744709,0.445189068,0.782687099,0.851696395,0.788538898
27.81376912,376.1450472,23.61221459,49.11659334,39.89708709,486.4184891,8.863102311,251.8846662,39.92882977,25.99909882,400,4.782388067,0.663548804,0.467035287,0.160022099,0.145563679,0.41441783,0.05,0.055984525,0.774138316
74.73864212,79.41035336,30.2785237,8.037614601,33.31172514,377.434012,2.141216192,291.9614579,22.12642505,23.12866766,600,9.469035644,0.749489309,0.602334999,0.270451423,0.05,0.449152115,0.401900986,0.108734436,0.864711849
55.2121995,191.880652,32.58699952,28.34154475,29.31254546,465.1716907,8.799361197,348.6311243,44.05658723,9.50463624,200,8.427210277,0.703337786,0.05,0.448483107,0.087753935,0.730881826,0.953610961,0.315935983,0.891755235
29.76305879,292.7710816,86.55544521,13.07141069,43.43897572,392.9954262,6.34217729,402.7873327,44.29070172,7.777436253,900,7.020999381,0.560462628,0.05,0.05,0.05,0.259480643,0.698927412,0.721916339,0.589730701
59.61415281,405.8254242,60.51005095,48.68044454,15.18253656,316.272636,2.143994418,227.6632773,19.38966072,12.22360107,200,7.86948151,0.645441655,0.05,0.233133362,0.05,0.512285008,0.696933759,0.282552814,0.633084703
22.75108169,193.4386263,57.10518202,10.09865771,23.91637941,136.4105161,4.847876698,340.7211248,11.43423778,29.37783524,300,9.470214485,0.733210502,0.214870434,0.483230435,0.05,0.647463225,0.811698951,0.05,0.762522932
92.74563217,331.6511194,20.32919847,23.16204511,31.3501085,350.0085434,2.447742641,117.7749289,34.67721495,10.67762094,600,7.986758199,0.624322119,0.39923741,0.359352876,0.05,0.50668688,0.05,0.668669507,0.665239546
40.70239853,448.6899867,87.4125724,38.20482432,21.14833332,330.5208047,7.303131,469.6916452,25.78452759,15.85930743,800,5.578621553,0.662064174,0.05,0.069519493,0.053604409,0.144695471,0.05,0.336433569,0.690838178
73.00178275,327.1384347,75.05328729,36.70494926,21.94683625,321.1111267,7.82981321,222.3764629,13.52634954,4.780525869,700,7.991197416,0.608269298,0.05,0.20894412,0.127488116,0.523597313,0.99,0.658324676,0.765583214
44.93688609,154.8317636,16.09015257,24.02278866,17.18394871,270.4036406,1.952168682,378.2846399,34.76329866,14.32791577,300,3.281947139,0.704498052,0.564629056,0.259264976,0.067241125,0.607224032,0.05,0.676150317,0.639258135
61.60544169,60.9803517,73.70515875,20.59358756,28.64735902,287.8954718,5.555258674,59.15348685,11.09112182,18.8543204,100,5.704908933,0.876165597,0.296220712,0.768333145,0.05,0.750153764,0.785953119,0.164610033,0.779953448
63.73682235,441.5444933,58.91843956,22.89255703,42.67815187,200.4991372,8.331625504,142.3342143,40.45688417,28.78123993,800,5.844261223,0.699963784,0.697001146,0.506704988,0.136601676,0.45348489,0.23572768,0.268789962,0.598909523
34.78835644,59.57123488,17.35528112,16.89243184,10.87489052,283.6907117,9.425467374,269.1871449,14.85283852,17.43513717,1000,4.167867641,0.829398646,0.558462134,0.307131396,0.05,0.45740587,0.986136316,0.662749888,0.704586293
97.56677022,443.6157527,51.24705774,14.23998224,46.7872189,138.9001576,5.621660801,445.2136105,14.45591576,25.29679048,800,3.161598364,0.69424819,0.446376599,0.08328883,0.081704859,0.370697054,0.642445734,0.76206609,0.537708059
82.01062587,288.0217103,53.62266584,26.73678639,34.76529503,412.3284788,9.552513013,287.2648175,16.14853043,18.22531871,500,3.933668656,0.636812434,0.523276065,0.05,0.05,0.475648059,0.764289519,0.538352236,0.536836785
95.15991533,472.5804643,24.91970861,17.08401902,41.34038742,133.5996296,5.821200734,468.441717,43.60932255,5.060410349,900,7.582350471,0.599146201,0.05,0.05,0.108200476,0.333886153,0.741391178,0.682972058,0.7287334
91.58618803,409.4524561,95.11283323,17.93577492,28.25334394,88.23483045,4.547714451,267.7086035,34.26092761,12.19021515,500,8.616021715,0.713528678,0.46023128,0.511044353,0.05,0.614468207,0.05,0.328697716,0.822142765
67.8319983,499.0703497,86.49778343,34.55402286,39.19631837,246.3107119,8.633828157,270.7020935,38.04800374,18.9642872,600,9.917424449,0.640940656,0.05,0.05,0.05,0.456462867,0.05,0.201688171,0.799124662
93.7499388,207.820317,70.21201036,48.58417993,1.79381947,346.2383478,5.436844394,103.8860548,23.9172245,28.71544311,500,5.424544522,0.777308993,0.173071582,0.576690612,0.05,0.534917045,0.05,0.127278082,0.665489136
27.07940016,395.23473,51.60660049,32.16367403,41.10064081,246.9725712,5.247122595,411.1953099,21.77094546,26.33738935,500,7.195654556,0.674275737,0.646941806,0.05,0.05,0.356956331,0.197953452,0.569893051,0.699103892
35.67862899,230.8689111,47.05889874,8.464076018,2.966804095,174.5393594,5.412812405,161.1344356,18.20694024,9.937245969,800,9.560014768,0.774327803,0.05,0.51985253,0.099538519,0.628970719,0.99,0.415800688,0.779122394
23.61818311,265.9440291,68.58761204,8.401262623,44.60575544,301.1770328,8.621065017,454.8256202,26.82268099,9.72285558,600,4.169292469,0.537895416,0.088016934,0.05,0.05,0.407885844,0.05,0.505428288,0.523439393
46.02642646,332.3774584,59.08886825,47.81404494,49.60617461,206.1510509,8.487473875,459.8708991,29.31400567,9.230497145,400,8.023519104,0.576236259,0.231871695,0.169833925,0.05,0.43797544,0.05,0.590542135,0.59695942
51.09418318,443.1547014,15.60457953,18.37808556,15.40930565,469.7904606,4.631679932,474.4895503,32.11211953,27.9849713,300,8.284851132,0.65940313,0.100170889,0.05,0.05,0.24742363,0.05,0.171937297,0.691262855
41.70792254,492.8375611,56.12523839,9.143014374,11.30560926,465.1903128,3.999698739,284.1037201,18.99914764,26.16931998,100,3.622828751,0.668470924,0.05,0.05,0.05,0.542172435,0.353101226,0.179522366,0.626297319
86.29900073,395.7230362,82.57632555,31.95700642,38.50280483,276.067319,5.427352216,354.6922032,43.20289283,24.14696924,600,9.028745696,0.655018678,0.09920379,0.196204621,0.05,0.381164104,0.590003904,0.17190269,0.732236756
48.54026614,237.995052,51.33158898,33.06419502,13.39829071,197.5477973,6.154952588,400.332146,15.94154744,14.21111297,300,8.69173533,0.643232602,0.528827262,0.620815191,0.05,0.467797333,0.99,0.365109296,0.771454735
42.47476077,239.610651,14.67609198,34.18271691,43.41255678,381.7095863,3.145034896,108.9565784,43.79786112,17.11389831,200,3.233821046,0.759638914,0.05,0.294083337,0.05,0.634886932,0.692383889,0.505808185,0.571683868
63.41568665,381.9120357,80.76503794,17.03309125,6.039287016,66.52082457,8.145595762,320.4307377,10.51996429,16.07262536,700,3.637590904,0.773345822,0.406845683,0.147816049,0.184361634,0.439897839,0.353230732,0.701367591,0.655592867
31.273938,157.4497156,28.12274039,5.67998079,7.171804623,263.6460527,5.378344892,65.43405559,26.83939921,10.5883508,700,3.343888257,0.757702535,0.10291431,0.545852036,0.06029853,0.747323919,0.05,0.880296259,0.618615356
84.17575846,99.71335091,33.27587514,48.42569163,48.9784262,201.3455274,4.006409936,273.9047375,21.66787433,17.1307292,800,5.343204723,0.73064389,0.66147525,0.644897379,0.05,0.438204927,0.462262183,0.298842683,0.801331859
25.96405149,209.5799709,24.82357181,16.29018706,34.01810602,464.2411483,1.961388937,119.6792067,25.71931949,4.792910244,600,6.565022935,0.64323542,0.05,0.309336239,0.088076155,0.490904768,0.05,0.622931141,0.70082457
98.95095493,179.2575462,39.71935584,35.42118296,42.497474,55.40136227,3.149606444,132.3153167,29.97326026,7.427069711,900,6.726434096,0.791496102,0.05,0.166066229,0.05,0.420553537,0.05,0.748099861,0.895383439
81.77958154,183.3386542,78.10763551,36.79834414,16.89213949,298.7666941,9.543530546,214.271405,25.24562053,27.0513295,900,4.873667318,0.779116922,0.05,0.316564461,0.05,0.484940068,0.05,0.107942119,0.671552589
35.89725452,155.123488,56.74472736,32.45033377,34.14770373,383.2986115,3.745897181,244.596725,24.51963976,23.54367394,800,9.381178206,0.81930182,0.086167802,0.262846939,0.05,0.395802938,0.05,0.148044017,0.734964395
20.44176937,68.94193534,28.43931467,19.08083274,30.11784954,268.2580944,2.519733604,330.427591,35.64531954,14.99457864,700,5.577839529,0.694916092,0.401337118,0.635181774,0.05,0.46883004,0.05,0.282025457,0.5881712
85.23691428,58.04327063,89.00470703,17.19933142,30.55435589,88.43136357,5.146055125,83.4927883,34.00566963,17.44590942,400,3.318851092,0.773836541,0.545800241,0.567873345,0.141557616,0.727302119,0.05,0.825169965,0.512386243
76.54858751,494.4750754,89.16236695,31.89507272,34.44409052,487.6076255,3.76378969,276.6612926,39.16449487,13.61997103,1000,5.101589781,0.532195367,0.093497893,0.05,0.05,0.059823904,0.05,0.221634505,0.557811074
78.32057344,242.4979102,88.35205825,43.97430351,29.19259948,283.1046941,1.316433252,132.1813086,18.74856434,23.26027655,300,6.717765958,0.749074506,0.05,0.170820691,0.078915692,0.627539629,0.855192818,0.457317502,0.623346129
81.70162773,222.9469912,31.49165902,47.6030178,22.0240561,326.3838099,3.908306956,308.2888288,31.33349784,24.38886666,300,5.857552758,0.698891937,0.086128592,0.450869923,0.053989515,0.681052883,0.05,0.057243309,0.684005329
25.92357214,355.8412772,50.61154098,9.765761198,14.52021202,156.4744022,5.896977615,336.8320755,30.48181749,23.84541495,500,4.916897634,0.717411557,0.128340421,0.330069377,0.05,0.566841869,0.05,0.206069743,0.595249888
48.67725828,148.2142495,98.64906905,11.96728757,38.66048521,267.5741383,5.965411348,300.5191654,22.94082338,22.78790485,200,3.919262748,0.797089917,0.603423804,0.05,0.136020812,0.728258207,0.05,0.449434717,0.65336743
29.26952476,477.4825328,79.48112287,47.51313165,12.08734907,243.1172714,4.209030291,382.2329797,27.01201397,9.317112806,1000,8.734151501,0.659520337,0.132776693,0.291771387,0.05,0.320530263,0.05,0.472648366,0.825466147
89.04827407,403.8552565,12.44506791,38.14408528,34.925361,83.7031289,5.025724806,201.0241599,20.98237502,12.78721946,600,9.973016695,0.654585368,0.285018711,0.114462296,0.05,0.626994253,0.721919126,0.374077913,0.765187641
69.86385015,90.23495104,15.86841321,44.73472212,12.43330831,97.7721591,9.689661264,394.2979662,14.96455392,16.21598131,600,5.306794935,0.73535152,0.522353086,0.597600349,0.084333416,0.63871036,0.99,0.156137475,0.818037935
46.47184199,237.9113491,51.75382391,14.11846854,31.64117833,426.8626338,4.396136295,244.7451868,17.48304237,12.60061778,700,5.671347309,0.71110388,0.05,0.516594642,0.05,0.459587058,0.845824336,0.256988735,0.565317957
25.08466802,445.6032384,91.82981853,31.4413642,37.60683509,157.9189785,3.324041319,267.8830242,13.69297762,23.6284452,500,7.326262673,0.702098784,0.105310695,0.085097041,0.05,0.539450724,0.759747665,0.747985165,0.673428381
44.87858574,475.12941,58.48316182,36.55128175,11.71698056,137.7312222,3.191203397,341.6459573,33.90743513,12.56319163,100,8.029090323,0.643369221,0.442500963,0.373235243,0.05,0.561206101,0.05,0.438812599,0.678572843
46.01466576,260.3306801,54.80312572,35.60503485,3.937221742,277.2101531,5.119881514,58.2612728,33.12545876,7.594034256,700,5.744206744,0.724913842,0.05,0.690630839,0.05,0.594217062,0.05,0.279396677,0.757175835
78.36849427,326.0351251,19.492633,23.36682609,7.417713407,395.9362091,7.835681338,344.2973996,43.27122301,14.37505175,700,9.334506619,0.583091174,0.05,0.187557729,0.05,0.295031383,0.607331209,0.203461043,0.563176043
71.00459771,125.1652757,69.11020943,5.692770126,30.6938514,77.87593336,2.853893658,328.3633171,35.53874448,29.47777525,500,6.920027925,0.752568486,0.653167719,0.331691631,0.05,0.567537844,0.05,0.637946663,0.583397815
90.97701941,496.0258818,83.98928445,31.23167256,42.62287391,309.5635638,7.383665144,189.4312025,11.82160436,9.872916736,800,6.152730535,0.635782035,0.05,0.058273522,0.05,0.110690623,0.585976049,0.37931186,0.66376459
57.77719401,154.2522656,44.23780068,16.38956926,3.204844241,103.6446993,1.19034841,88.6074282,40.94858109,19.91612513,300,7.526709272,0.773774862,0.59687925,0.553322705,0.05,0.728685055,0.675907744,0.544669184,0.834978881
29.56753968,474.2292984,79.80506658,25.26144108,36.97341169,66.40747287,4.770396802,90.92095246,40.1936307,15.2572993,300,9.669626938,0.743838199,0.420494496,0.303271612,0.05,0.576938818,0.389409577,0.16775395,0.78151214
77.05958298,342.340992,96.80289885,48.09114568,17.72461365,73.73477847,7.982785587,465.4506861,25.51621123,5.846638759,200,8.561866061,0.548305816,0.05,0.44162273,0.142880818,0.608910397,0.05,0.191401781,0.587612567
80.86280389,323.4815577,28.33898132,22.95658929,24.44789013,425.3738487,4.048596602,360.1756946,30.50520677,16.68479176,400,3.280091914,0.704590043,0.05,0.05,0.05,0.462925441,0.05,0.50024427,0.499006927
64.90217581,280.70983,57.09966681,42.7910723,46.51411794,103.0876176,6.073633913,107.1961762,44.16274164,22.25627254,900,5.326169375,0.746976193,0.05,0.807802009,0.05,0.550324088,0.81220884,0.26623559,0.800503733
81.6773744,153.8014153,35.84241623,13.48432726,17.26660373,70.31811399,2.844813095,210.5254262,28.63065273,17.34371937,800,6.293812795,0.806492855,0.55575333,0.575588383,0.05,0.429055725,0.05,0.587956305,0.64090072
59.50364771,129.4376144,81.35689771,35.26072241,23.80150976,247.0549492,7.67795852,316.6173473,41.68626399,26.67475766,400,5.201623005,0.751892338,0.614535093,0.437452954,0.116853176,0.63058701,0.410485936,0.11184333,0.570142463
61.81862635,149.2187941,61.98340293,48.96531295,1.670438323,429.7970624,1.470511929,426.0072673,12.90635652,11.51236243,600,7.901312926,0.629974077,0.05,0.231234101,0.05,0.563600264,0.814674307,0.536163014,0.815300255
54.20328147,133.897218,67.11241758,9.585189539,4.99833728,168.0837694,8.672883804,69.64741792,16.6868154,6.242478454,700,8.783884049,0.643396497,0.240851584,0.777609472,0.05,0.608725773,0.99,0.490158326,0.838921258
22.03353014,400.8130131,81.81227437,5.3743974,13.67098797,239.7706779,2.783767478,156.4849092,25.42642302,28.3507059,300,8.119415666,0.752862117,0.05,0.528563353,0.05,0.647260612,0.05,0.25877814,0.813455504
28.63131416,207.5563666,45.63734254,24.51122567,2.3647598,67.96513965,8.869582285,450.3870456,30.46648829,13.83310509,300,9.925333008,0.704932099,0.05,0.168111136,0.05,0.63874309,0.05,0.204809258,0.667951165
22.51433485,76.02920445,92.35810616,9.168146737,31.93739098,252.0853314,4.172763172,54.12449758,38.56797482,18.98654434,1000,4.907833535,0.811401417,0.05,0.76213747,0.05,0.43461907,0.100242478,0.192229458,0.546023007
70.9128329,486.0961836,57.97259805,38.67729574,21.89351948,309.9258863,7.50415217,140.6295963,44.58917403,24.59208128,700,9.124926465,0.66356969,0.05,0.368929511,0.05,0.469273891,0.892263099,0.141912642,0.756280421
45.14847849,447.7036482,24.21593406,46.15468987,27.85911493,306.9081742,3.87302768,481.5608792,23.60980238,12.43215526,1000,8.366358656,0.597608213,0.172221313,0.172963904,0.05,0.104140318,0.05,0.558448487,0.734822098
60.68565529,467.4885274,72.63092064,24.53094377,9.557712109,199.5920115,9.153205041,326.0308309,11.65954726,22.62027799,400,5.535251303,0.768020575,0.05,0.39638477,0.05,0.455277556,0.423908164,0.05,0.677274806
92.60531791,497.7085202,81.39352154,16.6420239,15.50066944,191.9899313,2.13973413,167.752115,38.04100262,7.520890095,700,8.138871806,0.558749761,0.05,0.368146745,0.080231534,0.293225878,0.05,0.647316986,0.834098229
39.94337833,128.2528621,38.50855094,24.54814936,33.52739927,97.98062852,2.606678103,80.14599248,31.15332517,11.57363743,300,3.728531695,0.810327387,0.05,0.271035361,0.05,0.64690245,0.05,0.762328144,0.494039033
52.83063384,228.3089085,87.14613313,37.5551518,48.29983346,215.0592443,5.437271126,62.6861032,16.94900006,7.76247654,300,8.525334376,0.676900479,0.149779253,0.702020235,0.05,0.676000558,0.99,0.177630688,0.806825145
80.44409108,391.2073141,91.55289293,5.407437271,3.470421907,94.77260099,1.737445951,160.1352858,27.31899598,25.09199452,600,6.726314218,0.732542054,0.552644209,0.116252826,0.05,0.580939075,0.05,0.570888083,0.610213729
38.30385324,363.2092781,34.92140386,31.52542953,44.62883172,394.9681751,2.763821662,446.6686188,35.98085859,9.788880116,400,5.046031209,0.570757936,0.110714944,0.115886493,0.05,0.412576761,0.05,0.05,0.697523943
26.15839279,119.2531579,98.51693254,32.59812582,29.26717886,484.823434,9.49389744,237.1611444,36.96441255,22.65249244,300,7.590441112,0.653023163,0.139489232,0.05,0.05,0.574221182,0.05,0.458360635,0.639657812
43.18011623,417.1249062,22.66403752,33.69597111,28.63205877,486.5335055,9.78840695,374.1500161,27.48664442,28.52575833,300,7.491339991,0.665534103,0.555445405,0.05,0.05,0.269659128,0.05,0.408096506,0.612067835
32.89770298,150.9982573,28.18141016,15.8909936,25.51364823,439.2819947,4.386333964,463.2282659,20.68250855,17.72207744,100,4.466403559,0.753750843,0.346535594,0.126917539,0.05,0.573731871,0.328132859,0.05,0.587784135
94.37581219,150.7179267,26.58023553,37.13237255,4.400310209,320.3564672,9.309574189,233.6182077,44.08099037,18.040759,700,3.212781904,0.734415833,0.085189748,0.408306992,0.05,0.433945361,0.62559236,0.863579503,0.491385212
84.64963037,291.6384903,90.4590739,9.112616885,5.403965735,365.3895638,5.903422081,136.074817,33.21769138,15.98687277,500,6.035358108,0.694446476,0.209185853,0.382114013,0.05,0.45842906,0.05,0.360845535,0.678945319
70.67230052,316.8229707,68.88632971,13.96716514,30.44468828,178.3426112,3.427682193,282.7030689,24.28831318,12.47314373,200,6.986583085,0.716603038,0.05,0.058409395,0.05,0.754093593,0.05,0.542477306,0.707463077
89.71684722,311.0387935,23.68938549,44.4861521,17.70697,333.8466891,7.32158849,458.6376592,19.81621285,16.3670308,300,9.136236949,0.655273439,0.077921602,0.134204931,0.05,0.41298848,0.589837722,0.111447819,0.777078457
84.29376615,91.16907683,49.62910765,38.24254178,45.94613526,255.0422972,6.930116259,411.9684864,35.58860441,19.67299584,200,9.49751757,0.930062206,0.551039415,0.346497604,0.05,0.746236008,0.05,0.05,0.948673906
34.92560471,444.8573882,65.37682226,5.618549931,20.92293633,266.9078029,9.902127872,79.62342951,18.4764206,29.63578088,700,6.701636527,0.725480271,0.151138384,0.083204853,0.05,0.336493736,0.699772375,0.461202202,0.837474182
91.40471988,169.5200192,17.51176765,16.17693172,8.020791476,390.9994522,3.385425587,361.65776,16.00984961,28.38187854,200,8.276624386,0.781642016,0.656691604,0.542019011,0.05,0.668359655,0.99,0.098375434,0.81447365
63.14737935,108.2817146,89.41747316,14.64829173,36.02122284,176.86326,7.048535524,307.3538851,28.54418611,26.41597692,800,6.075122906,0.733327985,0.637455945,0.491324661,0.087911229,0.39916994,0.05,0.52712249,0.715795163
84.59521241,449.9366359,82.32431819,17.18628476,15.37431765,193.1178253,1.468213795,458.3584294,20.14955874,27.11739393,100,8.222575096,0.666088916,0.194533344,0.136015219,0.05,0.551716028,0.476689107,0.168954563,0.83169386
91.68730399,480.0431742,55.46860962,16.14018966,26.74804506,466.088806,2.022814348,105.1166376,32.01168007,16.16407877,300,4.433610675,0.532735499,0.05,0.05,0.05,0.410380446,0.05,0.238212855,0.577295163
45.440278,437.9574278,97.04139537,7.813683308,35.19380649,75.30093268,1.035265375,290.3162509,14.12785362,21.09355251,900,5.597453144,0.73893964,0.207714176,0.467064076,0.062959664,0.390545391,0.85199567,0.305443478,0.538554009
